X,Y
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
7.105427357601001859e-15
1.421085471520201634e-14
5.329070518200752972e-15
0.000000000000000000e+00
0.000000000000000000e+00
7.105427357601001859e-15
7.105427357601014480e-15
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
7.105427357601001859e-15
7.105427357601027102e-15
0.000000000000000000e+00
7.105427357600976615e-15
7.105427357601001859e-15
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
7.105427357601014480e-15
1.262177448353612162e-29
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
