X,Y
0.000000000000000000e+00
0.000000000000000000e+00
2.842170943040400743e-14
2.842170943040402006e-14
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
5.684341886080801487e-14
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.634551393682774502e-03
3.103391505250678931e-02
4.179823215179216678e-02
7.648380513165116065e-03
7.054657925797751250e-02
1.925601014628658125e-01
1.131878541170744934e-01
1.359781398775121719e-01
1.668970596525435612e-01
2.056453639646538545e-01
2.528635466226714645e-01
3.070236744120181105e-01
3.617198580485181947e-01
4.024445362800166404e-01
4.066705332988710397e-01
3.533213988090687097e-01
2.391760687613997960e-01
8.352247892480181568e-02
9.064753356925113470e-02
2.324010213892617194e-01
4.627651135344366118e+00
2.290270263820215277e-14
5.064197004817224359e-15
0.000000000000000000e+00
0.000000000000000000e+00
2.796689964301944024e-14
2.796689964301944024e-14
0.000000000000000000e+00
0.000000000000000000e+00
1.012839400963444872e-14
1.012839400963434459e-14
1.012839400963442032e-14
3.809529365265395838e-14
0.000000000000000000e+00
3.809529365265395838e-14
1.012839400963444872e-14
5.593379928603828095e-14
3.809529365265425499e-14
6.606219329567344911e-14
3.809529365265425499e-14
6.606219329567288113e-14
3.809529365265412246e-14
8.006448529007320625e-01
1.393679004019018619e-01
7.219502267925374805e-02
4.198928397278646751e-01
2.507635295494749228e-02
1.298308692054761238e-01
5.612917313052555050e-14
4.700540728477004687e-02
2.811224674041173708e-14
1.507852582007098395e-02
1.804767535301795886e-16
1.804767535301815607e-16
1.709816267076781290e-02
0.000000000000000000e+00
5.684340827589753750e-14
