X,Y
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.842170943040400743e-14
1.421085471520199110e-14
2.842170943040403268e-14
0.000000000000000000e+00
1.421085471520197847e-14
0.000000000000000000e+00
0.000000000000000000e+00
2.842170943040402006e-14
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
4.874282954645687162e-14
8.773709318362336730e-14
2.616271627880840445e+00
1.473393441116907621e+00
2.080753676234692141e-14
1.247708927707500457e-13
1.247708927707500457e-13
4.863249284836821396e+00
2.694574087033753429e+01
9.994625095612699506e-14
2.027470060385984878e-13
4.854587341489081957e-14
9.994625095612693195e-14
3.373164390485126951e+00
3.256268069390195197e-01
0.000000000000000000e+00
1.172842285245406350e-14
1.172842285245393571e-14
7.167668821609967544e+00
5.723573193373821866e+00
1.269369760618031261e-13
1.041687546798442879e-13
2.276822138195874672e-14
1.146866299881057927e+00
5.634090486605467518e+00
3.023785729632844881e-14
1.567429728669455804e-13
3.023785729632878959e-14
0.000000000000000000e+00
1.047596022135891936e+01
1.817702645003070439e+00
5.681793918309507978e-14
3.403559766718821094e-15
5.681793918309470744e-14
4.228159900831861329e+00
5.197984842268046357e+00
1.605026222579920670e-13
2.746109906443761577e-16
0.000000000000000000e+00
9.382226273767910740e-01
1.406708291372699726e+01
3.055733549571477504e-13
5.393594151926189152e-14
1.804229415842498083e-14
1.977014719186239295e-13
3.589364736083633009e-14
3.589364736083754178e-14
8.982958888010009595e-14
5.393594151926138034e-14
3.589364736083661408e-14
7.922174452473093709e+00
4.509592011053331184e+00
0.000000000000000000e+00
5.543179282665630663e-14
1.595569476057521318e-14
6.299650137158774365e-14
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
5.048709793414529364e-29
1.421085471520190274e-14
0.000000000000000000e+00
5.048709793414529364e-29
2.842170943040410841e-14
1.421085471520190274e-14
2.842170943040425987e-14
1.421085471520200372e-14
2.842170943040431036e-14
1.421085471520195323e-14
0.000000000000000000e+00
2.842170943040410841e-14
